Prix,old_price,Type,pays,region,Rating,voyageurs,rooms,bed,bathroom,period_start,period_end
3 042 €,3 380 €,résidence de tourisme,Portugal,Viana do Castelo,"4,68 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 552 €,3 190 €,Tiny house,Portugal,Matosinhos,"4,84 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 801 €,2 573 €,maison d'hôtes,Portugal,Sagres,"4,83 ·",1 voyageur,· 1 chambre,· 1 lit,· 1 salle de bain privée,31/07/2024,31/08/2024
4 960 €,6 200 €,appartement,Portugal,Estoril,"4,88 ·",6 voyageurs,· 3 chambres,· 4 lits,· 2 salles de bain,31/07/2024,31/08/2024
2 772 €,4 620 €,appartement,Portugal,Alvor,"4,71 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
3 720 €,4 650 €,hébergement,Portugal,Olhão,"4,65 ·",4 voyageurs,· 1 chambre,· 2 lits,· 2 salles de bain,31/07/2024,31/08/2024
1 390 €,2 139 €,Dôme,Portugal,São Luís,"4,94 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 758 €,2 197 €,Grange,Portugal,Castro Mirim,"4,56 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
5 408 €,8 320 €,appartement,Portugal,Peniche,"5,0 ·",4 voyageurs,· 1 chambre,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 606 €,2 470 €,hébergement,Portugal,Fontelas,"4,67 ·",4 voyageurs,· 1 chambre,· 1 salle de bain,3 mois d'expérience en tant qu'hôte,31/07/2024,31/08/2024
3 618 €,4 020 €,appartement,Portugal,Odeceixe,"4,86 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 372.00,€ 465.00,Place de camping,Portugal,Arcos de Valdevez,"4,91 ·",4 voyageurs,· 1 salle de bain,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
2 635 €,5 270 €,hébergement,Portugal,Santarém,"4,93 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
3 943 €,4 639 €,appartement,Portugal,Funchal,"4,90 ·",4 voyageurs,· 2 chambres,· 2 lits,· 2 salles de bain,31/07/2024,31/08/2024
1 256 €,1 570 €,Chambre,Portugal,Loulé,"4,89 ·",1 lit queen size, · Salle de bain partagée,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
2 604 €,3 720 €,appartement,Portugal,Pedrógão Grande,"4,71 ·",6 voyageurs,· 3 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 604 €,3 720 €,appartement,Portugal,Lisbonne,"4,49 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
3 550 €,4 551 €,appartement,Portugal,Lisboa,"4,88 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 790 €,4 650 €,appartement,Portugal,Portimão,"4,73 ·",3 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 3 ans,31/07/2024,31/08/2024
3 141 €,3 695 €,loft,Portugal,Porto,"4,91 ·",4 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 604 €,3 720 €,appartement,Portugal,Lisbonne,"4,49 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 790 €,4 650 €,appartement,Portugal,Portimão,"4,73 ·",3 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 3 ans,31/07/2024,31/08/2024
2 590 €,3 700 €,appartement,Portugal,Porto,"4,94 ·",3 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 432 €,3 040 €,appartement,Portugal,Porto,"4,90 ·",4 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 618 €,2 790 €,auberge de jeunesse,Portugal,Carcavelos,"4,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 3 salles de bain,31/07/2024,31/08/2024
1 744 €,2 325 €,maison d'hôtes,Portugal,Estoril,"5,0 ·",1 voyageur,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 790 €,3 100 €,appartement,Portugal,Lisboa,"4,82 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 796 €,3 679 €,appartement,Portugal,Estoril,"4,25 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 765 €,3 253 €,hébergement,Portugal,Avis,"5,0 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 844 €,3 555 €,appartement,Portugal,Paço de Arcos,"4,52 ·",4 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
2 635 €,3 100 €,appartement en résidence,Portugal,Cascais,"4,71 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 976 €,3 720 €,hébergement,Portugal,Estoril,"5,0 ·",3 voyageurs,· 2 chambres,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
3 367 €,5 520 €,appartement,Portugal,Ericeira,"4,88 ·",4 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 521.00,€ 651.00,Chambre,Portugal,Figueira da Foz,"4,89 ·",1 chambre,· 3 salles de bain partagées,Superhôte,· Hôte depuis 8 ans,31/07/2024,31/08/2024
2 635 €,3 100 €,appartement en résidence,Portugal,Cascais,"4,71 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 976 €,3 720 €,hébergement,Portugal,Estoril,"5,0 ·",3 voyageurs,· 2 chambres,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
3 367 €,5 520 €,appartement,Portugal,Ericeira,"4,88 ·",4 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 521.00,€ 651.00,Chambre,Portugal,Figueira da Foz,"4,89 ·",1 chambre,· 3 salles de bain partagées,Superhôte,· Hôte depuis 8 ans,31/07/2024,31/08/2024
1 411 €,2 170 €,Maison en terre,Portugal,Beja,"4,75 ·",4 voyageurs,· 2 chambres,· 2 salles de bain,Hôte depuis 12 ans,31/07/2024,31/08/2024
3 224 €,4 030 €,appartement,Portugal,Lisbonne,"4,80 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 13 ans,31/07/2024,31/08/2024
3 713 €,7 425 €,appartement,Portugal,Vila Nova de Gaia,"4,43 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 220 €,3 700 €,appartement,Portugal,Setúbal,"4,50 ·",4 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
